t,vla_S,la_S,vla_A
1550,127.7131,11384.6689,85.1516
1551,127.7934,11388.4854,85.1456
1552,127.7409,11398.6172,85.1393
1553,127.7667,11405.5527,85.1287
1554,127.7504,11416.1387,85.1234
1555,127.7576,11414.3027,85.1162
1556,127.811,11418.1719,85.1105
1557,127.8778,11427.4805,85.1024
1558,127.9333,11432.8955,85.0925
1559,127.9316,11441.2412,85.0811
1560,127.942,11438.7197,85.0829
1561,127.9841,11453.8145,85.0758
1562,128.0581,11467.6758,85.0692
1563,128.0453,11477.1328,85.0636
1564,128.0444,11491.6396,85.0561
1565,128.073,11506.7598,85.0499
1566,128.0762,11513.2686,85.0424
1567,128.1781,11512.1895,85.0362
1568,128.1202,11517.6064,85.029
1569,128.1556,11523.8906,85.0218
1570,128.2432,11532.9375,85.0161
1571,128.2728,11535.9238,85.0089
1572,128.2651,11547.6367,85.0032
1573,128.2921,11552.1377,84.9954
1574,128.341,11553.3701,84.9882
1575,128.3459,11563.9375,84.9809
1576,128.4244,11575.3379,84.9724
1577,128.5057,11580.6855,84.9636
1578,128.4556,11587.2471,84.9578
1579,128.469,11598.3467,84.9502
1580,128.5167,11612.0312,84.9535
1581,128.5385,11621.4033,84.9437
1582,128.565,11627.6973,84.938
1583,128.5494,11635.3281,84.9336
1584,128.6091,11640.0303,84.928
1585,128.6067,11648.2305,84.9213
1586,128.6039,11654.2588,84.914
1587,128.5866,11664.6221,84.9062
1588,128.6363,11668.9492,84.8979
1589,128.7023,11670.6973,84.8894
1590,128.691,11694.9053,84.8844
1591,128.7526,11699.1553,84.879
1592,128.7736,11694.0898,84.8716
1593,128.854,11694.5166,84.8649
1594,128.8346,11711.5283,84.8564
1595,128.8638,11715.0977,84.8482
1596,128.8915,11719.6064,84.8428
1597,128.9473,11731.3369,84.8341
1598,129.0313,11737.5879,84.8281
1599,129.0182,11748.1943,84.8217
1600,129.0189,11758.501,84.8267
1601,129.0819,11765.9102,84.8181
1602,129.1006,11765.5391,84.8085
1603,129.1304,11767.6455,84.8011
1604,129.1364,11778.5635,84.7934
1605,129.1798,11780.7695,84.7864
1606,129.1796,11784.832,84.7799
1607,129.1827,11795.1416,84.7731
1608,129.1803,11806.2139,84.7672
1609,129.1612,11825.9443,84.7607
1610,129.2216,11837.877,84.7524
1611,129.2502,11840.46,84.7443
1612,129.2777,11852.8105,84.7381
1613,129.3002,11863.3535,84.731
1614,129.3309,11875.7451,84.7246
1615,129.3075,11880.3594,84.7189
1616,129.2968,11891.1582,84.7095
1617,129.3199,11891.752,84.701
1618,129.3927,11898.752,84.6946
1619,129.4037,11911.293,84.6875
1620,129.4196,11909.3418,84.6923
1621,129.4491,11915.374,84.6842
1622,129.4631,11918.5068,84.6777
1623,129.5137,11928.0596,84.6709
1624,129.4908,11932.8906,84.6645
1625,129.5721,11941.4092,84.6578
1626,129.5723,11936.7305,84.6517
1627,129.5675,11936.7783,84.642
1628,129.6286,11935.5205,84.6343
1629,129.5779,11944.1729,84.6263
1630,129.5654,11950.5859,84.6195
1631,129.57,11952.0859,84.6131
1632,129.7003,11965.5078,84.6057
1633,129.6807,11969.3262,84.6004
1634,129.6859,11984.1699,84.5941
1635,129.7489,11985.8506,84.5876
1636,129.7861,11991.4805,84.5796
1637,129.8114,12007.5107,84.5734
1638,129.8157,12017.5469,84.5671
1639,129.8606,12017.5137,84.56
1640,129.8985,12030.9131,84.564
1641,129.9003,12040.918,84.5556
1642,129.9502,12052.002,84.5488
1643,130.0142,12057.3574,84.5402
1644,130.0843,12063.4326,84.532
1645,130.1228,12072.8818,84.5265
1646,130.126,12073.6123,84.5215
1647,130.159,12078.9072,84.5135
1648,130.1929,12086.9443,84.5063
1649,130.2491,12097.5811,84.4991
1650,130.2156,12111.3076,84.493
1651,130.217,12118.1436,84.4834
1652,130.2525,12121.834,84.4783
1653,130.3142,12119.7549,84.4708
1654,130.2599,12124.7617,84.4649
1655,130.3033,12134.0674,84.4573
1656,130.3276,12139.1143,84.4502
1657,130.4187,12146.3633,84.4428
1658,130.413,12145.3711,84.4379
1659,130.4529,12138.29,84.4295
1660,130.4285,12143.7549,84.4335
1661,130.47,12147.2598,84.429
1662,130.497,12152.8779,84.422
1663,130.5141,12149.6152,84.4157
1664,130.5535,12158.6016,84.4096
1665,130.572,12164.3096,84.4027
1666,130.5942,12164.9375,84.3965
1667,130.5844,12168.1641,84.3911
1668,130.5814,12179.0508,84.3864
1669,130.5568,12190.3789,84.3799
1670,130.5715,12196.9756,84.3732
1671,130.5986,12205.1953,84.3677
1672,130.6227,12207.9766,84.3611
1673,130.6703,12209.248,84.355
1674,130.6812,12219.1035,84.3495
1675,130.754,12233.7373,84.3425
1676,130.8481,12233.7227,84.3371
1677,130.8538,12231.7861,84.3305
1678,130.8942,12240.4912,84.3245
1679,130.9207,12254.0879,84.3173
1680,130.9891,12261.1533,84.3211
1681,131.0017,12269.4883,84.3161
1682,131.0069,12272.1084,84.3063
1683,131.0368,12264.1855,84.3005
1684,131.0166,12263.7412,84.2942
1685,131.0702,12279.5166,84.2862
1686,131.2,12286.9375,84.2787
1687,131.1862,12300.1064,84.2749
1688,131.1913,12310.8906,84.266
1689,131.229,12325.0137,84.2589
1690,131.2738,12336.1514,84.2528
1691,131.2518,12343.8203,84.2455
1692,131.2933,12345.958,84.2402
1693,131.2714,12351.5078,84.2327
1694,131.2912,12368.792,84.2247
1695,131.3147,12370.3164,84.2192
1696,131.3416,12382.0977,84.2131
1697,131.3616,12392.833,84.2055
1698,131.3679,12390.2998,84.199
1699,131.3863,12400.4092,84.1925
1700,131.4371,12394.1885,84.1965
1701,131.5017,12399.1318,84.1914
1702,131.5372,12396.627,84.1865
1703,131.5303,12400.6162,84.1806
1704,131.5064,12403.041,84.1745
1705,131.5544,12420.0537,84.1682
1706,131.5638,12433.2275,84.1621
1707,131.534,12435.4453,84.158
1708,131.5386,12446.5947,84.1527
1709,131.5517,12449.8164,84.1475
1710,131.5874,12464.0166,84.1435
1711,131.6077,12465.8525,84.1384
1712,131.6112,12472.0156,84.1285
1713,131.5867,12477.7461,84.1222
1714,131.6817,12498.7539,84.1171
1715,131.6751,12510.084,84.1085
1716,131.6384,12514.6631,84.0981
1717,131.718,12514.3994,84.0909
1718,131.7149,12516.5635,84.0831
1719,131.7982,12524.7734,84.0764
1720,131.869,12541.502,84.0792
1721,131.8263,12544.4414,84.072
1722,131.839,12559.8066,84.0626
1723,131.9088,12564.2061,84.0567
1724,131.9089,12559.1143,84.0507
1725,131.927,12560.8467,84.0452
1726,131.9501,12574.0859,84.0369
1727,131.9425,12586.5576,84.0323
1728,132.0077,12601.0146,84.0256
1729,131.9668,12610.7051,84.0195
1730,131.9813,12622.4082,84.0126
1731,132.0212,12630.6543,84.0064
1732,132.0269,12640.4141,84.0
1733,132.0773,12650.6807,83.9946
1734,132.0387,12654.1406,83.987
1735,132.0814,12660.7842,83.9808
1736,132.1037,12669.2676,83.973
1737,132.0984,12673.4023,83.9654
1738,132.1695,12677.2109,83.9588
1739,132.2106,12677.0293,83.9528
1740,132.2404,12686.7549,83.9571
1741,132.2893,12686.1523,83.9493
1742,132.2568,12696.1797,83.9416
1743,132.2731,12702.7695,83.9371
1744,132.3437,12706.417,83.9305
1745,132.3805,12714.4424,83.9219
1746,132.4355,12729.8896,83.9147
1747,132.4512,12739.8369,83.9077
1748,132.4697,12752.3896,83.9012
1749,132.4571,12762.9238,83.8951
1750,132.4678,12778.335,83.8898
1751,132.5262,12776.415,83.8841
1752,132.5083,12786.0596,83.8758
1753,132.5685,12798.3447,83.868
1754,132.549,12803.3125,83.8623
1755,132.5963,12803.5303,83.8562
1756,132.6201,12807.3682,83.85
1757,132.626,12805.5576,83.8435
1758,132.6237,12814.1406,83.8364
1759,132.6684,12814.8643,83.8313
1760,132.7199,12816.1025,83.8367
1761,132.8031,12827.4707,83.8276
1762,132.7986,12834.4854,83.8195
1763,132.8161,12836.5615,83.8158
1764,132.8683,12838.5312,83.809
1765,132.8901,12840.0078,83.802
1766,132.9327,12844.5264,83.7976
1767,132.9551,12843.6475,83.7935
1768,132.9916,12850.1416,83.7867
1769,133.0077,12856.9014,83.7812
1770,133.0203,12864.2168,83.7744
1771,133.0486,12871.6133,83.769
1772,133.1109,12885.1104,83.7641
1773,133.1278,12891.1074,83.7588
1774,133.1352,12897.1836,83.7531
1775,133.2282,12900.2051,83.746
1776,133.2783,12918.4473,83.7391
1777,133.3063,12920.4355,83.7334
1778,133.3162,12936.9883,83.7269
1779,133.3719,12952.7275,83.7212
1780,133.3688,12967.8135,83.7262
1781,133.3843,12978.8379,83.7191
1782,133.4435,12985.3525,83.7141
1783,133.4375,12990.3965,83.7084
1784,133.4692,13005.6475,83.7038
1785,133.4659,13017.4785,83.6974
1786,133.5323,13025.834,83.6929
1787,133.5647,13027.2812,83.688
1788,133.5956,13023.8145,83.6817
1789,133.6027,13028.5332,83.6753
1790,133.6487,13030.7979,83.6685
1791,133.6683,13039.7168,83.6635
1792,133.6922,13051.1436,83.6587
1793,133.6806,13062.2158,83.6537
1794,133.7484,13062.3291,83.6495
1795,133.7562,13073.7666,83.6418
1796,133.7492,13087.1367,83.6359
1797,133.7489,13088.5391,83.6298
1798,133.7893,13087.2666,83.624
1799,133.8007,13105.9893,83.6182
1800,133.7994,13112.7451,83.6229
1801,133.822,13124.457,83.6174
1802,133.8471,13128.3105,83.6119
1803,133.905,13134.0879,83.6048
1804,133.8698,13137.1123,83.5995
1805,133.9378,13146.5303,83.5928
1806,133.9785,13170.6641,83.586
1807,133.9823,13183.8838,83.5794
1808,134.0521,13185.4014,83.5712
1809,134.0904,13199.7852,83.5667
1810,134.1186,13204.2607,83.5601
1811,134.1703,13221.9092,83.5526
1812,134.1814,13240.1084,83.5481
1813,134.2749,13237.4404,83.5415
1814,134.2984,13246.2744,83.5326
1815,134.3432,13247.1602,83.5274
1816,134.3712,13257.541,83.5233
1817,134.3564,13266.0225,83.5151
1818,134.3679,13270.5332,83.5078
1819,134.3934,13287.3662,83.5015
1820,134.4062,13290.1396,83.5059
1821,134.4279,13292.752,83.4982
1822,134.4465,13298.8691,83.4905
1823,134.5037,13299.4062,83.4837
1824,134.5344,13305.1846,83.4763
1825,134.5674,13312.1025,83.4679
1826,134.5679,13321.7676,83.4607
1827,134.5952,13328.1826,83.454
1828,134.5321,13334.4551,83.4481
1829,134.5798,13343.8955,83.4416
1830,134.6029,13350.7227,83.4364
1831,134.638,13357.6562,83.4309
1832,134.6792,13366.3574,83.4254
1833,134.7361,13371.9697,83.4201
1834,134.7009,13379.5586,83.4154
1835,134.7679,13384.292,83.4102
1836,134.7637,13397.7715,83.4049
1837,134.8189,13415.2305,83.3998
1838,134.8078,13420.1748,83.3953
1839,134.8219,13434.8379,83.3905
1840,134.8806,13437.3809,83.3951
1841,134.8595,13446.5254,83.3876
1842,134.859,13451.4805,83.3817
1843,134.9194,13461.5469,83.3743
1844,134.9273,13468.9355,83.3667
1845,134.9333,13480.2822,83.3626
1846,134.9466,13488.248,83.3559
1847,134.9642,13489.3711,83.3466
1848,134.9517,13497.7236,83.34
1849,134.9934,13502.7744,83.335
1850,135.0009,13512.3125,83.3305
1851,135.0383,13525.9287,83.3244
1852,135.0382,13529.3145,83.3187
1853,135.0833,13533.9365,83.314
1854,135.0511,13535.2012,83.3076
1855,135.1414,13542.9502,83.3025
1856,135.2264,13541.1729,83.2979
1857,135.159,13550.3291,83.2924
1858,135.1696,13547.4062,83.2861
1859,135.1862,13556.0576,83.2811
1860,135.2929,13563.0391,83.2851
1861,135.2695,13566.8604,83.2778
1862,135.2578,13578.4697,83.2706
1863,135.252,13590.8818,83.2653
1864,135.2996,13601.8242,83.2602
1865,135.3024,13623.4395,83.2541
1866,135.313,13620.1934,83.2479
1867,135.306,13619.0391,83.2427
1868,135.2869,13629.7881,83.2351
1869,135.3931,13629.1836,83.2294
1870,135.3398,13633.0469,83.2246
1871,135.3694,13643.2217,83.2188
1872,135.3881,13642.8018,83.2115
1873,135.4291,13643.7676,83.2045
1874,135.3991,13653.6211,83.1999
1875,135.4187,13669.1338,83.1938
1876,135.4232,13682.0029,83.1871
1877,135.4784,13686.5518,83.1819
1878,135.5313,13698.9629,83.1759
1879,135.5142,13707.8193,83.1679
1880,135.596,13715.6396,83.1707
1881,135.5516,13735.4707,83.1656
1882,135.5936,13745.3691,83.1602
1883,135.639,13764.1455,83.1539
1884,135.64,13775.3447,83.1483
1885,135.6514,13783.6133,83.1417
1886,135.6962,13792.6943,83.1364
1887,135.7073,13806.251,83.1306
1888,135.7489,13811.8213,83.1241
1889,135.7378,13814.4248,83.1181
1890,135.7771,13829.2422,83.11
1891,135.8673,13821.6035,83.1032
1892,135.8855,13824.8105,83.0976
1893,135.9302,13830.4443,83.0932
1894,135.9621,13843.1543,83.0869
1895,136.0674,13848.1455,83.0821
1896,136.0129,13851.3633,83.0754
1897,136.0583,13864.165,83.071
1898,136.1252,13872.1934,83.0618
1899,136.2448,13882.041,83.0553
1900,136.2398,13890.8701,83.059
1901,136.2408,13892.1748,83.0528
1902,136.305,13897.293,83.0471
1903,136.3697,13910.6875,83.0414
1904,136.3574,13905.4932,83.034
1905,136.4007,13910.8633,83.0278
1906,136.4099,13914.0566,83.0225
1907,136.4833,13921.5254,83.0177
1908,136.6194,13933.4473,83.0129
1909,136.6081,13947.3418,83.0061
1910,136.6894,13954.9141,83.0009
1911,136.7012,13960.3574,82.9932
1912,136.6924,13967.1914,82.9859
1913,136.7532,13980.9209,82.9812
1914,136.8115,13991.4346,82.9736
1915,136.865,13999.0752,82.9676
1916,136.8501,14007.374,82.963
1917,136.8546,14024.1201,82.9587
1918,136.877,14034.1387,82.9531
1919,136.9273,14033.9102,82.9471
1920,136.9559,14042.4492,82.9532
1921,136.9212,14040.8457,82.9482
1922,136.972,14052.4404,82.9421
1923,136.9367,14070.8525,82.9362
1924,136.9432,14059.5264,82.9283
1925,136.987,14069.0039,82.9208
1926,137.0255,14074.6592,82.9156
1927,136.9759,14090.7314,82.9103
1928,136.9767,14089.6133,82.9054
1929,136.9997,14097.8242,82.897
1930,136.9978,14110.0049,82.8891
1931,137.04,14122.0195,82.8828
1932,137.0752,14130.5762,82.8764
1933,137.0461,14133.668,82.8701
1934,137.0934,14141.3613,82.8646
1935,137.106,14148.7393,82.8583
1936,137.1103,14153.8203,82.8524
1937,137.1169,14158.9258,82.847
1938,137.1397,14164.9365,82.8395
1939,137.1423,14172.3291,82.8335
1940,137.1758,14176.4609,82.8389
1941,137.2302,14177.1025,82.8343
1942,137.248,14190.5225,82.829
1943,137.2683,14199.3799,82.8241
1944,137.2855,14206.5791,82.817
1945,137.3302,14206.9551,82.8105
1946,137.3032,14207.1201,82.8049
1947,137.3773,14224.2422,82.7973
1948,137.3911,14237.4219,82.7923
1949,137.4036,14239.583,82.7857
1950,137.489,14248.8604,82.7814
1951,137.5021,14241.2197,82.7767
1952,137.5059,14252.0283,82.7715
1953,137.5064,14264.5918,82.7664
1954,137.5322,14278.9443,82.7587
1955,137.5614,14289.625,82.7525
1956,137.5659,14298.5615,82.746
1957,137.5953,14310.0,82.7405
1958,137.5616,14319.1934,82.7335
1959,137.5919,14321.0752,82.7259
1960,137.5867,14326.3164,82.7305
1961,137.6078,14329.3369,82.7235
1962,137.6404,14343.668,82.7186
1963,137.6179,14351.1318,82.7133
1964,137.6445,14348.8281,82.7072
1965,137.6872,14358.9902,82.7015
1966,137.7222,14367.915,82.6952
1967,137.7467,14379.3096,82.6904
1968,137.7446,14382.415,82.6853
1969,137.7995,14385.2734,82.6804
1970,137.8074,14400.583,82.6749
1971,137.8246,14408.6104,82.6701
1972,137.8143,14426.9463,82.6663
1973,137.8776,14432.1787,82.6583
1974,137.8684,14447.3516,82.6523
1975,137.9036,14450.291,82.6454
1976,137.9498,14454.1016,82.6398
1977,137.9267,14464.6914,82.6331
1978,137.9576,14471.7393,82.6288
1979,137.9758,14470.0684,82.6219
1980,137.9725,14476.7822,82.6252
1981,138.0184,14485.335,82.6206
1982,138.0632,14494.5146,82.6139
1983,138.0972,14495.7402,82.6058
1984,138.127,14494.4072,82.6002
1985,138.1425,14499.4424,82.5935
1986,138.2188,14504.0605,82.5887
1987,138.2206,14508.502,82.5821
1988,138.2384,14517.2158,82.5782
1989,138.2638,14521.7207,82.5732
1990,138.2759,14527.5498,82.5665
1991,138.3535,14534.0771,82.5614
1992,138.3869,14540.8691,82.5538
1993,138.4289,14548.9688,82.5478
1994,138.4521,14560.041,82.5413
1995,138.484,14560.874,82.5366
1996,138.4846,14568.0156,82.5309
1997,138.526,14571.1318,82.5235
1998,138.5357,14571.1162,82.5147
1999,138.5868,14578.166,82.5093
2000,138.6477,14580.3809,82.5132
